PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Belief_HumanContribution,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0946,45+,Female,Master’s/PhD,Manufacturing/Industrial,US Midwest,Moderate Conservative,Moderate,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0947,45+,Female,High School or less,Service/Office,US Northeast,Moderate Conservative,Low,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0948,35-44,Female,Bachelor’s,Manufacturing/Industrial,Other,Moderate Liberal,Low,Slightly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0949,45+,Male,Bachelor’s,Farming/Agriculture,US Midwest,Moderate Liberal,Low,Slightly agree,Slightly agree,Very worried,Neutral,Low
P0950,45+,Male,High School or less,Public sector,Other,Conservative,Low,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0951,18-24,Male,High School or less,Service/Office,Europe-North,Centrist,Moderate,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0952,25-34,Female,Master’s/PhD,Service/Office,US West,Centrist,Very high,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0953,45+,Male,Bachelor’s,Construction/Outdoor,US West,Moderate Liberal,Very high,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0954,45+,Female,Bachelor’s,Manufacturing/Industrial,US South,Centrist,Low,Neutral,Strongly agree,Neutral / not very worried,Neutral,Medium
P0955,25-34,Male,Bachelor’s,Service/Office,Other,Moderate Liberal,Moderate,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0956,35-44,Male,High School or less,Tech/IT,Other,Centrist,Moderate,Neutral,Strongly agree,Neutral / not very worried,Neutral,Low
P0957,18-24,Female,Master’s/PhD,Education/Academic,Europe-North,Moderate Conservative,High,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0958,45+,Male,Master’s/PhD,Public sector,US South,Liberal,Moderate,Neutral,Strongly agree,Very worried,Neutral,Low
P0959,18-24,Male,Bachelor’s,Construction/Outdoor,US South,Liberal,Moderate,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0960,35-44,Male,Bachelor’s,Manufacturing/Industrial,US Northeast,Liberal,Moderate,Slightly agree,Slightly agree,Very worried,Neutral,Low
P0961,35-44,Male,Bachelor’s,Education/Academic,US Midwest,Centrist,High,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0962,25-34,Male,Bachelor’s,Service/Office,US South,Liberal,Very low,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0963,25-34,Male,Bachelor’s,Service/Office,US West,Centrist,Very high,Strongly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Medium
P0964,25-34,Female,Bachelor’s,Manufacturing/Industrial,Global South,Conservative,High,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0965,18-24,Female,Bachelor’s,Education/Academic,Europe-North,Liberal,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0966,25-34,Female,Bachelor’s,Farming/Agriculture,Europe-North,Moderate Conservative,Low,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0967,45+,Female,Master’s/PhD,Environmental/NGO,US Northeast,Liberal,High,Strongly agree,Slightly agree,Very worried,Neutral,Low
P0968,18-24,Male,Master’s/PhD,Farming/Agriculture,US West,Liberal,Moderate,Strongly agree,Neutral,Somewhat worried,Neutral,Medium
P0969,25-34,Male,High School or less,Public sector,Europe-North,Centrist,Low,Slightly agree,Neutral,Very worried,Neutral,Medium
P0970,25-34,Female,Bachelor’s,Service/Office,US South,Centrist,Very low,Slightly disagree,Slightly disagree,Somewhat not worried,Not oriented to action,High
P0971,35-44,Female,High School or less,Service/Office,US Midwest,Liberal,Very low,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0972,25-34,Male,Bachelor’s,Construction/Outdoor,US West,Centrist,High,Neutral,Slightly disagree,Somewhat worried,Somewhat inactive,Low
P0973,45+,Female,High School or less,Tech/IT,US West,Moderate Liberal,Moderate,Slightly agree,Strongly agree,Very worried,Neutral,Low
P0974,25-34,Male,High School or less,Education/Academic,Europe-North,Moderate Conservative,Moderate,Slightly disagree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0975,45+,Female,Bachelor’s,Construction/Outdoor,Global South,Conservative,Very high,Strongly disagree,Strongly agree,Very worried,Neutral,Low
P0976,25-34,Female,High School or less,Service/Office,US West,Moderate Conservative,Moderate,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0977,25-34,Female,High School or less,Service/Office,Europe-North,Conservative,Very low,Strongly disagree,Strongly disagree,Somewhat not worried,Not oriented to action,Low
P0978,45+,Female,Bachelor’s,Education/Academic,Europe-North,Centrist,High,Slightly agree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0979,35-44,Female,High School or less,Tech/IT,Other,Conservative,Moderate,Slightly agree,Neutral,Very worried,Somewhat inactive,Medium
P0980,35-44,Male,High School or less,Farming/Agriculture,US West,Moderate Liberal,Very low,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0981,18-24,Female,High School or less,Tech/IT,Other,Moderate Conservative,Very low,Strongly disagree,Strongly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0982,35-44,Female,Master’s/PhD,Education/Academic,US Northeast,Liberal,Moderate,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,High
P0983,25-34,Female,High School or less,Tech/IT,US Northeast,Liberal,Moderate,Slightly disagree,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0984,45+,Female,High School or less,Tech/IT,Other,Centrist,Very low,Slightly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0985,35-44,Male,Master’s/PhD,Service/Office,Global South,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0986,45+,Female,High School or less,Manufacturing/Industrial,US West,Moderate Liberal,Moderate,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,High
P0987,18-24,Female,High School or less,Tech/IT,Other,Moderate Conservative,Low,Slightly agree,Slightly agree,Very worried,Neutral,Low
P0988,25-34,Female,Bachelor’s,Public sector,US Midwest,Moderate Conservative,High,Strongly agree,Slightly agree,Very worried,Neutral,High
P0989,25-34,Male,High School or less,Public sector,US Midwest,Moderate Liberal,Low,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0990,35-44,Male,Bachelor’s,Education/Academic,US Northeast,Moderate Conservative,High,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0991,45+,Female,High School or less,Tech/IT,Europe-North,Moderate Conservative,Low,Strongly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Medium
P0992,18-24,Male,Bachelor’s,Construction/Outdoor,US Midwest,Centrist,High,Slightly agree,Slightly agree,Very worried,Somewhat inactive,Low
P0993,35-44,Female,High School or less,Service/Office,US South,Centrist,High,Slightly disagree,Strongly agree,Somewhat worried,Neutral,High
P0994,18-24,Female,Bachelor’s,Tech/IT,US West,Moderate Liberal,Low,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0995,25-34,Other/Non-binary,Master’s/PhD,Education/Academic,Other,Centrist,High,Neutral,Slightly disagree,Somewhat worried,Somewhat inactive,High
P0996,35-44,Other/Non-binary,Master’s/PhD,Environmental/NGO,Other,Liberal,Low,Slightly agree,Strongly agree,Somewhat worried,Neutral,Low
P0997,45+,Male,Master’s/PhD,Education/Academic,US West,Liberal,Very high,Strongly agree,Slightly agree,Somewhat worried,Neutral,High
P0998,25-34,Male,High School or less,Manufacturing/Industrial,Europe-North,Moderate Conservative,Moderate,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0999,35-44,Other/Non-binary,Bachelor’s,Education/Academic,Global South,Moderate Conservative,Very high,Strongly agree,Slightly agree,Very worried,Neutral,Low
P1000,45+,Female,Bachelor’s,Service/Office,US West,Liberal,High,Slightly agree,Slightly agree,Very worried,Neutral,Medium
